"","x"
"1935","16__11988811__11991892"
"1936","16__23543978__23563625"
"1937","16__23494244__23498111"
"1938","16__23486225__23503121"
"1939","16__23498031__23505699"
"1940","16__4498734__4500498"
"1941","16__52484189__52502486"
"1942","16__29819551__29821085"
"1943","16__31120368__31121104"
"1944","16__19627436__19663412"
"1945","16__19653718__19663412"
"1946","16__19627436__19702793"
"1947","16__87760371__87764250"
"1948","16__87782279__87795646"
"1949","16__50321823__50322261"
"1950","16__24564834__24570998"
"1951","16__11857334__11864843"
"1952","16__11868092__11876244"
"1953","16__67980074__67981338"
"1954","16__58568051__58568299"
"1955","16__58557274__58594266"
"1956","16__58562379__58594266"
"1957","16__58565862__58594266"
"1958","16__58572062__58594266"
"1959","16__58589688__58594266"
"1960","16__58594116__58594266"
"1961","16__58594116__58609033"
"1962","16__58594116__58616807"
"1963","16__58594116__58619410"
"1964","16__58594116__58620652"
"1965","16__58577511__58621782"
"1966","16__3724340__3724495"
"1967","16__3712883__3726146"
"1968","16__3724340__3726146"
"1969","16__3724340__3736137"
"1970","16__3708038__3739138"
"1971","16__4383348__4383520"
"1972","16__47345151__47462809"
"1973","16__424005__424151"
"1974","16__425133__426812"
"1975","16__85667520__85682357"
"1976","16__85667520__85691210"
"1977","16__85667520__85696699"
"1978","16__85667520__85699953"
"1979","16__3076064__3076289"
"1980","16__2221573__2224334"
"1981","16__68355329__68358735"
"1982","16__68381114__68386312"
"1983","16__70710784__70710881"
"1984","16__1774558__1779579"
"1985","16__4861171__4862249"
"1986","16__31512007__31512052"
"1987","16__14576495__14648008"
"1988","16__14680175__14711507"
"1989","16__14720963__14721193"
"1990","16__53907698__53913899"
"1991","16__53878067__53922863"
"1992","16__53907698__53922863"
"1993","16__21979949__21983443"
"1994","16__21968738__21987564"
"1995","16__21979949__21987564"
"1996","16__21983244__21994668"
"1997","16__24988536__24990326"
"1998","16__72134335__72134496"
"1999","16__72142372__72143409"
"2000","16__72122886__72124685"
"2001","16__72845476__72863758"
"2002","16__72845476__72994093"
"2003","16__72923630__72994093"
"2004","16__57050986__57054919"
"2005","16__57068080__57095613"
"2006","16__57778306__57789406"
"2007","16__84089610__84103643"
"2008","16__84094287__84103643"
"2009","16__84099295__84103643"
"2010","16__84100094__84103643"
"2011","16__84101944__84103643"
"2012","16__87448882__87452507"
"2013","16__87493614__87493737"
"2014","16__2012498__2012657"
"2015","16__2012737__2013257"
"2016","16__2012498__2014366"
"2017","16__2607704__2616454"
"2018","16__2627426__2633586"
"2019","16__89958601__89962491"
"2020","16__89961446__89962491"
"2021","16__89961446__89965057"
"2022","16__89961446__89971504"
"2023","16__89961446__89972692"
"2024","16__89961446__89973730"
"2025","16__89961446__89977071"
"2026","16__89962398__89977071"
"2027","16__88884415__88901760"
"2028","16__69189774__69197081"
"2029","16__69189774__69199429"
"2030","16__30087636__30087796"
"2031","16__30078771__30080710"
"2032","16__8952207__8953192"
"2033","16__8952207__8952329"
"2034","16__11781713__11792181"
"2035","16__11824501__11830089"
"2036","16__18830824__18839490"
"2037","16__18851020__18851268"
"2038","16__18851020__18853776"
"2039","16__18823083__18856973"
"2040","16__18840608__18856973"
"2041","16__18870344__18880041"
"2042","16__18882123__18882210"
"2043","16__18893487__18896988"
"2044","16__70416708__70417138"
"2045","16__70497072__70497677"
"2046","16__70497072__70499079"
"2047","16__70502752__70503226"
"2048","16__70500035__70504329"
"2049","16__70500035__70505255"
"2050","16__88766028__88767826"
"2051","16__89799890__89804313"
"2052","16__56401356__56423287"
"2053","16__56419831__56448256"
"2054","16__57238416__57255327"
"2055","16__67478431__67478609"
"2056","16__702467__708344"
"2057","16__4029117__4042364"
"2058","16__46931560__46934702"
"2059","16__81050931__81053881"
"2060","16__71772845__71773244"
"2061","16__71779047__71803602"
"2062","16__71799392__71823385"
"2063","16__53532303__53534241"
"2064","16__68059318__68072052"
"2065","16__68087467__68088520"
"2066","16__68100220__68105011"
"2067","16__88724323__88725128"
"2068","16__2202821__2203046"
"2069","16__2283883__2284782"
"2070","16__2807473__2810500"
"2071","16__74660241__74670475"
"2072","16__74666421__74670475"
"2073","16__74666421__74671868"
"2074","16__23403701__23415155"
"2075","16__23403701__23421681"
"2076","16__23428288__23428442"
"2077","16__23428288__23446039"
"2078","16__69279505__69318147"
"2079","16__69317951__69318147"
"2080","16__28115867__28118998"
"2081","16__28115867__28133083"
"2082","16__28123138__28137169"
"2083","16__28124225__28137169"
"2084","16__28145162__28146645"
"2085","16__28163980__28167848"
"2086","16__28146537__28181230"
"2087","16__28177829__28181230"
"2088","16__89287405__89288591"
"2089","16__47143394__47165936"
"2090","16__88066715__88069000"
"2091","16__88008654__88071617"
"2092","16__88052034__88071617"
"2093","16__29906580__29909305"
"2094","16__89164999__89169167"
"2095","16__28970038__28970421"
"2096","16__28970312__28970421"
"2097","16__53288350__53308214"
"2098","16__28855551__28856801"
"2099","16__71954642__71955356"
"2100","16__8851614__8860127"
"2101","16__18530551__18535874"
"2102","16__18553494__18554053"
"2103","16__78142320__78466649"
"2104","16__75127470__75140469"
"2105","16__89807212__89809346"
"2106","16__89807212__89815175"
"2107","16__89805290__89816310"
"2108","16__89818546__89825113"
"2109","16__89824985__89828430"
"2110","16__89828357__89833645"
"2111","16__89824985__89839792"
"2112","16__89805886__89849510"
"2113","16__89846277__89849510"
"2114","16__89849267__89849510"
"2115","16__89857811__89858955"
"2116","16__89836972__89882394"
"2117","16__11647389__11650591"
"2118","16__70564648__70582345"
"2119","16__70578341__70599173"
"2120","16__28898510__28899043"
"2121","16__28898510__28900274"
"2122","16__28604573__28604667"
"2123","16__89598312__89599044"
"2124","16__89611056__89614521"
"2125","16__69833077__69905834"
"2126","16__89916712__89921059"
"2127","16__28394439__28394802"
"2128","16__28399379__28400019"
"2129","16__28399379__28403463"
"2130","16__2312279__2313288"
"2131","16__2312279__2314332"
"2132","16__10641397__10641534"
"2133","16__3706103__3707342"
"2134","16__3706103__3707817"
"2135","16__81388010__81399083"
"2136","17__46189393__46190763"
"2137","17__3769202__3783728"
"2138","17__3773095__3783728"
"2139","17__5364259__5365866"
"2140","17__48184158__48184517"
"2141","17__48152823__48155648"
"2142","17__48155410__48155648"
"2143","17__48155571__48155648"
"2144","17__34916613__34934616"
"2145","17__2573457__2579900"
"2146","17__26948417__26958699"
"2147","17__26958838__26958937"
"2148","17__26958838__26960769"
"2149","17__26950778__26962627"
"2150","17__26958838__26962627"
"2151","17__26960301__26964188"
"2152","17__26946672__26965112"
"2153","17__26950778__26966660"
"2154","17__26958838__26969353"
"2155","17__61513049__61513513"
"2156","17__49048068__49064598"
"2157","17__38209551__38209888"
"2158","17__30689933__30690003"
"2159","17__30689933__30695033"
"2160","17__60766883__60768489"
"2161","17__49294695__49302570"
"2162","17__41199660__41209152"
"2163","17__41201138__41209152"
"2164","17__41219625__41226538"
"2165","17__42399787__42400220"
"2166","17__42399787__42400945"
"2167","17__36734743__36735044"
"2168","17__5266207__5276749"
"2169","17__40635056__40651060"
"2170","17__40652725__40653322"
"2171","17__76823327__76825089"
"2172","17__76810494__76831583"
"2173","17__57808782__57816308"
"2174","17__9737124__9765407"
"2175","17__11958206__11999011"
"2176","17__41598737__41599594"
"2177","17__58144795__58151247"
"2178","17__2075952__2076153"
"2179","17__2089957__2091809"
"2180","17__74716442__74716580"
"2181","17__66426137__66429716"
"2182","17__66424970__66430767"
"2183","17__66426137__66430767"
"2184","17__66424970__66447038"
"2185","17__19213198__19232960"
"2186","17__73552127__73555491"
"2187","17__73554593__73559544"
"2188","17__33464020__33464212"
"2189","17__33464562__33464659"
"2190","17__33463188__33466333"
"2191","17__3937309__3937586"
"2192","17__3955265__3962584"
"2193","17__3967655__3968123"
"2194","17__3984670__3989949"
"2195","17__26918716__26920084"
"2196","17__27074861__27074965"
"2197","17__27075280__27075684"
"2198","17__76082584__76083174"
"2199","17__76075476__76089844"
"2200","17__76388557__76395618"
"2201","17__76388557__76396936"
"2202","17__76396758__76396936"
"2203","17__64222146__64224314"
"2204","17__73830406__73831858"
"2205","17__73838514__73839154"
"2206","17__74737039__74738355"
"2207","17__74734364__74772623"
"2208","17__74763468__74772623"
"2209","17__35783609__35787108"
"2210","17__35797839__35800763"
"2211","17__35800606__35800763"
"2212","17__35783609__35802753"
"2213","17__35800606__35804870"
"2214","17__35802665__35804870"
"2215","17__35800606__35822225"
"2216","17__35797839__35834734"
"2217","17__34951401__34955479"
"2218","17__36918664__36918758"
"2219","17__37420428__37425124"
"2220","17__38323751__38324201"
"2221","17__56439905__56440961"
"2222","17__45734226__45736026"
"2223","17__45740455__45742524"
"2224","17__45740455__45745776"
"2225","17__45741525__45745776"
"2226","17__45742423__45745776"
"2227","17__45734226__45752148"
"2228","17__45750384__45752148"
"2229","17__60064368__60069982"
"2230","17__60033041__60112969"
"2231","17__60106902__60112969"
"2232","17__60111148__60112969"
"2233","17__4841634__4842270"
"2234","17__5302872__5317454"
"2235","17__5307419__5320002"
"2236","17__19844200__19861884"
"2237","17__76166898__76167135"
"2238","17__40270315__40271454"
"2239","17__40280279__40283840"
"2240","17__40280279__40289896"
"2241","17__40858025__40860101"
"2242","17__42157475__42158250"
"2243","17__42161923__42165064"
"2244","17__48733193__48733369"
"2245","17__48733193__48736729"
"2246","17__62579579__62582288"
"2247","17__42930885__42932372"
"2248","17__42937273__42949938"
"2249","17__42937273__42971893"
"2250","17__66266980__66268908"
"2251","17__53485107__53491593"
"2252","17__21075331__21087123"
"2253","17__25631806__25636298"
"2254","17__25630393__25638642"
"2255","17__72758151__72759659"
"2256","17__72758151__72764375"
"2257","17__72769035__72769178"
"2258","17__26901970__26902562"
"2259","17__27008900__27009874"
"2260","17__46632893__46632980"
"2261","17__54965270__54976541"
"2262","17__20907515__20908303"
"2263","17__20910209__20911309"
"2264","17__20908241__20914622"
"2265","17__20910209__20914622"
"2266","17__20907515__20924539"
"2267","17__20921255__20931987"
"2268","17__42222571__42230145"
"2269","17__42228329__42232306"
"2270","17__42231924__42232779"
"2271","17__73208087__73209214"
"2272","17__73208087__73214401"
"2273","17__73221437__73221924"
"2274","17__73221437__73222252"
"2275","17__73230732__73230883"
"2276","17__37579580__37580991"
"2277","17__37579580__37584043"
"2278","17__37595418__37596930"
"2279","17__40939296__40940815"
"2280","17__30500850__30502381"
"2281","17__30500850__30503232"
"2282","17__30500850__30510291"
"2283","17__30500850__30519318"
"2284","17__20107646__20109225"
"2285","17__20107646__20135718"
"2286","17__20135513__20150632"
"2287","17__20149239__20160920"
"2288","17__20149239__20209395"
"2289","17__20200274__20209395"
"2290","17__34105892__34106327"
"2291","17__40030064__40040527"
"2292","17__40048532__40055038"
"2293","17__40054884__40063825"
"2294","17__38556461__38569223"
"2295","17__38487109__38487648"
"2296","17__18138403__18141528"
"2297","17__35536201__35538297"
"2298","17__35506788__35545420"
"2299","17__35506788__35598969"
"2300","17__35640168__35646430"
"2301","17__35687113__35687365"
"2302","17__1747872__1782993"
"2303","17__1746097__1795234"
"2304","17__1747872__1795234"
"2305","17__7212934__7214970"
"2306","17__7753390__7754544"
"2307","17__7094586__7094677"
"2308","17__27185594__27186131"
"2309","17__8438705__8439249"
"2310","17__16979024__16981390"
"2311","17__16979024__17053547"
"2312","17__16979024__17078726"
"2313","17__59853762__59853923"
"2314","17__59763197__59857762"
"2315","17__59853762__59857762"
"2316","17__59853762__59871090"
"2317","17__59820374__59886118"
"2318","17__47874112__47875920"
"2319","17__15960828__15984041"
"2320","17__16001681__16052831"
"2321","17__34861136__34863763"
"2322","17__34869272__34884033"
"2323","17__53016285__53024673"
"2324","17__45623275__45663764"
"2325","17__45668083__45668247"
"2326","17__45673719__45677105"
"2327","17__27975162__27977818"
"2328","17__28003838__28004759"
"2329","17__28003838__28022541"
"2330","17__28003838__28030080"
"2331","17__28011581__28030080"
"2332","17__28003838__28257018"
"2333","17__57724759__57768072"
"2334","17__58967056__59001861"
"2335","17__59067332__59067596"
"2336","17__59093112__59118253"
"2337","17__58756814__59161925"
"2338","17__59152281__59161925"
"2339","17__4585797__4586247"
"2340","17__78115118__78118043"
"2341","17__80714041__80721938"
"2342","17__80714041__80726442"
"2343","17__80721841__80730383"
"2344","17__80714041__80739597"
"2345","17__80721841__80739597"
"2346","17__80714041__80755678"
"2347","17__80714041__80758872"
"2348","17__80763751__80767658"
"2349","17__80730328__80772810"
"2350","17__80763751__80772810"
"2351","17__80721841__80828256"
"2352","17__80842021__80847573"
"2353","17__80847544__80851508"
"2354","17__80842021__80858607"
"2355","17__80851423__80858607"
"2356","17__80714041__80861354"
"2357","17__80721841__80861354"
"2358","17__80758740__80861354"
"2359","17__80765484__80861354"
"2360","17__80858527__80863929"
"2361","17__80863812__80863929"
"2362","17__80842021__80867183"
"2363","17__80858527__80867183"
"2364","17__80861281__80867183"
"2365","17__80772716__80869665"
"2366","17__80721841__80878494"
"2367","17__80842021__80879453"
"2368","17__80863812__80879453"
"2369","17__80842021__80881609"
"2370","17__80842021__80884367"
"2371","17__80863812__80885199"
"2372","17__80847544__80885864"
"2373","17__80861281__80887147"
"2374","17__80863812__80887147"
"2375","17__80861281__80888519"
"2376","17__80858527__80897352"
"2377","17__80417868__80430574"
"2378","17__80426640__80430574"
"2379","17__78599491__78820374"
"2380","17__78820273__78831700"
"2381","17__78867507__78867665"
"2382","17__78681641__78882729"
"2383","17__80529600__80542064"
"2384","17__79166118__79182822"
"2385","17__39964111__39964256"
"2386","17__37863243__37866734"
"2387","17__37880979__37882106"
"2388","17__19445706__19449816"
"2389","17__19445706__19452990"
"2390","17__19445706__19454781"
"2391","17__19445706__19459375"
"2392","17__19452948__19463806"
"2393","17__60598134__60600538"
"2394","17__60598134__60601692"
"2395","17__60601597__60613698"
"2396","17__60601597__60642498"
"2397","17__60613531__60642498"
"2398","17__60629663__60642498"
"2399","17__60663496__60685509"
"2400","17__55334459__55339553"
"2401","17__65528918__65549733"
"2402","17__64492319__64492401"
"2403","17__64728806__64738878"
"2404","17__64734882__64738878"
"2405","17__79234038__79234194"
"2406","17__79234038__79249951"
"2407","17__79244718__79258695"
"2408","17__79254409__79258695"
"2409","17__47118740__47119739"
"2410","17__47117319__47120912"
"2411","17__47120790__47122427"
"2412","17__953290__1003975"
"2413","17__37840850__37842272"
"2414","17__72860018__72860469"
"2415","17__43193999__43195859"
"2416","17__43195361__43195859"
"2417","17__43197692__43198497"
"2418","17__43190231__43198739"
"2419","17__43192462__43198739"
"2420","17__43197692__43198739"
"2421","17__4539054__4540553"
"2422","17__77073512__77073579"
"2423","17__77073512__77077155"
"2424","17__77073512__77080033"
"2425","17__722679__729318"
"2426","17__73038276__73038754"
"2427","17__74039910__74041467"
"2428","17__74936484__74936930"
"2429","17__40174417__40174658"
"2430","17__40476729__40477079"
"2431","17__40489453__40490830"
"2432","17__79976579__79977095"
"2433","17__79937060__79943483"
"2434","17__79941430__79943483"
"2435","17__79952697__79954722"
"2436","17__80045201__80046183"
"2437","17__80011744__80013098"
"2438","17__80014346__80014426"
"2439","17__80013877__80014642"
"2440","17__80011150__80015346"
"2441","17__7847441__7849304"
"2442","17__7851475__7851645"
"2443","17__7351898__7352107"
"2444","17__7156237__7158122"
"2445","17__58700882__58711338"
"2446","17__61271352__61345234"
"2447","17__65889486__65890281"
"2448","17__65920663__65924717"
"2449","17__65924471__65925603"
"2450","17__65941525__65944422"
"2451","17__34147028__34149837"
"2452","17__40375400__40379703"
"2453","17__39920965__39923832"
"2454","17__78263458__78265626"
"2455","17__78247040__78314156"
"2456","17__78336902__78337590"
"2457","17__78298830__78350763"
"2458","17__36476502__36476651"
"2459","17__36517594__36523933"
"2460","17__1558644__1576491"
"2461","17__1580859__1580988"
"2462","17__1561820__1584348"
"2463","17__1582311__1584348"
"2464","17__1584020__1584984"
"2465","17__1424873__1461853"
"2466","17__80914571__80923622"
"2467","17__80962991__80992975"
"2468","17__80085568__80086473"
"2469","17__31039006__31039213"
"2470","17__62882204__62885870"
"2471","17__18193871__18206037"
"2472","17__18202873__18206037"
"2473","17__18202873__18210280"
"2474","17__73484840__73485743"
"2475","17__73485347__73489674"
"2476","17__73485347__73490889"
"2477","17__73492811__73493279"
"2478","17__73487384__73494404"
"2479","17__18152640__18154791"
"2480","17__62130140__62135353"
"2481","17__30267305__30310123"
"2482","17__30315339__30315516"
"2483","17__30320884__30321740"
"2484","17__8157484__8157619"
"2485","17__8158345__8170553"
"2486","17__8170346__8170983"
"2487","17__8141349__8141947"
"2488","17__8109809__8111158"
"2489","17__55956972__55963240"
"2490","17__169211__171206"
"2491","17__78199636__78201759"
"2492","17__7402358__7415333"
"2493","17__7402358__7416242"
"2494","17__79534443__79539114"
"2495","17__79536042__79539114"
"2496","17__79563142__79575848"
"2497","17__79571574__79575848"
"2498","17__79573717__79575848"
"2499","17__79577236__79580520"
"2500","17__74084852__74086478"
"2501","17__74093877__74097944"
"2502","17__76198580__76200981"
"2503","17__76187051__76201599"
"2504","17__40949652__40950185"
"2505","17__75398141__75398785"
"2506","17__43313503__43316432"
"2507","17__43316322__43316432"
"2508","17__43318749__43322475"
"2509","17__79914526__79915784"
"2510","17__79660684__79662253"
"2511","17__79804823__79805223"
"2512","17__79813329__79813462"
"2513","17__4072492__4075975"
"2514","17__4082152__4088341"
"2515","17__4145551__4145743"
"2516","17__43011875__43011985"
"2517","17__43006187__43012303"
"2518","17__1690104__1690898"
"2519","17__76419778__76486929"
"2520","17__41354672__41355803"
"2521","17__29483001__29497015"
"2522","17__29496909__29527613"
"2523","17__29527440__29528177"
"2524","17__29508440__29533389"
"2525","17__1380799__1382999"
"2526","17__1382725__1387597"
"2527","17__65141859__65146101"
"2528","17__65162594__65163912"
"2529","17__47388674__47395345"
"2530","17__7225184__7226185"
"2531","17__7225184__7226882"
"2532","17__36622408__36628247"
"2533","17__36638263__36646416"
"2534","17__36654027__36656870"
"2535","18__9516843__9524753"
"2536","18__55833020__56001124"
"2537","18__55983214__56001124"
"2538","18__21329392__21333776"
"2539","18__21333685__21390467"
"2540","18__21390330__21396451"
"2541","18__21394367__21426472"
"2542","18__21444749__21447881"
"2543","18__21427428__21456371"
"2544","18__77455225__77464917"
"2545","18__18533539__18535206"
"2546","18__57000323__57020533"
"2547","18__33775220__33778719"
"2548","18__33785040__33785239"
"2549","18__33775220__33793445"
"2550","18__33793329__33831246"
"2551","18__33783076__33837036"
"2552","18__33783076__33840138"
"2553","18__44395275__44401035"
"2554","18__44470543__44471017"
"2555","18__39595440__39609405"
"2556","18__39607407__39629569"
"2557","18__39637847__39647477"
"2558","18__48444480__48452268"
"2559","18__12951854__12971250"
"2560","18__54385195__54448887"
"2561","18__54426096__54448887"
"2562","18__196637__199316"
"2563","18__2762103__2775922"
"2564","18__12999420__13008630"
"2565","18__12999420__13053089"
"2566","18__12999420__13059311"
"2567","18__13042203__13059311"
"2568","18__13048858__13059311"
"2569","18__6961944__7012137"
"2570","18__6961585__7016670"
"2571","18__7024379__7036087"
"2572","18__7015721__7042249"
"2573","18__7035986__7044838"
"2574","18__51797730__51810383"
"2575","18__51797730__51813781"
"2576","18__19348584__19359646"
"2577","18__19345733__19378189"
"2578","18__19345733__19383975"
"2579","18__19345733__19399607"
"2580","18__19379802__19399607"
"2581","18__19395577__19399607"
"2582","18__20570900__20581692"
"2583","18__77662420__77694022"
"2584","18__74561482__74563895"
"2585","18__74561482__74580819"
"2586","18__74561482__74620529"
"2587","18__74561482__74659608"
"2588","18__46145909__46163056"
"2589","18__46145909__46197115"
"2590","18__46190123__46197115"
"2591","18__46162985__46343747"
"2592","18__55273848__55283207"
"2593","18__55278869__55283207"
"2594","18__59888270__59899660"
"2595","18__33724902__33726344"
"2596","18__23612363__23637706"
"2597","18__12356693__12360050"
"2598","18__12356693__12371690"
"2599","18__33606863__33613800"
"2600","18__33266980__33282959"
"2601","18__21757977__21759799"
"2602","18__19019482__19057317"
"2603","18__46783380__46808545"
"2604","18__46690055__46812986"
"2605","18__46812804__46858376"
"2606","18__46808367__46906128"
"2607","18__34740163__34753044"
"2608","18__43469763__43481132"
"2609","18__43502307__43508975"
"2610","18__43450532__43519721"
"2611","18__29437503__29488381"
"2612","18__6237963__6244587"
"2613","18__6138193__6312055"
"2614","18__6237963__6312055"
"2615","18__9588087__9595100"
"2616","18__10979533__11066221"
"2617","18__19236822__19244191"
"2618","18__76886267__77037196"
"2619","18__77063604__77067234"
"2620","18__47389597__47463767"
"2621","18__21644104__21663045"
"2622","18__21645976__21663045"
"2623","18__21703798__21705514"
"2624","18__21644104__21708947"
"2625","18__21662877__21711884"
"2626","18__13387340__13438383"
"2627","18__12825809__12831040"
"2628","18__45391430__45396935"
"2629","18__45377645__45423180"
"2630","18__45394694__45423180"
"2631","18__756557__756835"
"2632","18__67806835__67817969"
"2633","18__67809524__67857955"
"2634","18__13681604__13682104"
"2635","18__59752442__59763183"
"2636","18__59757709__59763183"
"2637","18__72493384__72601994"
"2638","19__18965933__18967109"
"2639","19__18974247__18975060"
"2640","19__18704875__18707859"
"2641","19__45783632__45783992"
"2642","19__45667422__45668228"
"2643","19__4354946__4355170"
"2644","19__804532__806556"
"2645","19__804292__808452"
"2646","19__804829__808452"
"2647","19__44156377__44159725"
"2648","19__44159591__44160792"
"2649","19__45916935__45917292"
"2650","19__45917221__45917292"
"2651","19__5941632__5951607"
"2652","19__5941632__5957984"
"2653","19__7607447__7622170"
"2654","19__50365628__50365720"
"2655","19__50902108__50902741"
"2656","19__50905035__50918247"
"2657","19__50910240__50918247"
"2658","19__19308916__19310043"
"2659","19__1031070__1032695"
"2660","19__1032391__1032695"
"2661","19__1032391__1036245"
"2662","19__1032391__1036561"
"2663","19__1055906__1064252"
"2664","19__1108778__1147419"
"2665","19__1147308__1154401"
"2666","19__3573690__3579081"
"2667","19__3576551__3579081"
"2668","19__3576890__3579081"
"2669","19__2111284__2132577"
"2670","19__2127151__2137090"
"2671","19__2129089__2137806"
"2672","19__2137010__2138713"
"2673","19__2137726__2138713"
"2674","19__3008867__3008943"
"2675","19__1621837__1632404"
"2676","19__44049970__44055839"
"2677","19__17440934__17444363"
"2678","19__36575555__36580208"
"2679","19__36579940__36580208"
"2680","19__36580087__36580208"
"2681","19__36583591__36585066"
"2682","19__36579940__36590519"
"2683","19__36584933__36590519"
"2684","19__36564244__36594883"
"2685","19__36583591__36594883"
"2686","19__41895670__41895810"
"2687","19__1816224__1816568"
"2688","19__10883155__10887892"
"2689","19__10596796__10597494"
"2690","19__10602253__10602938"
"2691","19__55707890__55710280"
"2692","19__58899504__58904854"
"2693","19__58899504__58905962"
"2694","19__58904343__58905962"
"2695","19__41239065__41243674"
"2696","19__54646665__54648068"
"2697","19__35500996__35514451"
"2698","19__19750894__19751380"
"2699","19__19741280__19752860"
"2700","19__41122795__41125398"
"2701","19__41129509__41129987"
"2702","19__47225499__47236493"
"2703","19__7589847__7591812"
"2704","19__12787922__12788025"
"2705","19__12786831__12790736"
"2706","19__18234390__18246651"
"2707","19__18233483__18258434"
"2708","19__17267719__17273932"
"2709","19__17311448__17313692"
"2710","19__17312735__17313692"
"2711","19__17313651__17314067"
"2712","19__17313651__17317185"
"2713","19__8520289__8536311"
"2714","19__8536210__8539128"
"2715","19__8486673__8486900"
"2716","19__8491493__8495751"
"2717","19__1089471__1089961"
"2718","19__1090907__1091906"
"2719","19__1090907__1094077"
"2720","19__1090907__1093902"
"2721","19__2477027__2478257"
"2722","19__2477027__2477249"
"2723","19__12766508__12768369"
"2724","19__49477470__49477596"
"2725","19__49477470__49481414"
"2726","19__49484787__49486094"
"2727","19__49593548__49593777"
"2728","19__45528587__45528995"
"2729","19__45860528__45860957"
"2730","19__2193688__2214595"
"2731","19__12921131__12921218"
"2732","19__12917822__12924020"
"2733","19__14153265__14157430"
"2734","19__55742142__55743036"
"2735","19__55748011__55753856"
"2736","19__55756488__55757046"
"2737","19__40328351__40328483"
"2738","19__34868408__34869910"
"2739","19__34857250__34870467"
"2740","19__34869839__34872424"
"2741","19__34868408__34884971"
"2742","19__34884819__34884971"
"2743","19__34887206__34887562"
"2744","19__40875815__40877780"
"2745","19__36612429__36612620"
"2746","19__47280468__47280662"
"2747","19__47280468__47282165"
"2748","19__47280468__47285806"
"2749","19__47285640__47285806"
"2750","19__47280232__47287816"
"2751","19__47763578__47768203"
"2752","19__3525866__3527060"
"2753","19__17382406__17384994"
"2754","19__10463110__10463774"
"2755","19__10478731__10479094"
"2756","19__42462438__42462535"
"2757","19__47919909__47920607"
"2758","19__5207933__5218543"
"2759","19__5214372__5218543"
"2760","19__5218798__5220165"
"2761","19__42839187__42858176"
"2762","19__42854300__42861133"
"2763","19__48949642__48949759"
"2764","19__48630534__48631277"
"2765","19__48660271__48660397"
"2766","19__11453452__11456091"
"2767","19__325635__325704"
"2768","19__49348627__49348873"
"2769","19__52715939__52719916"
"2770","19__12825861__12825983"
"2771","19__12812412__12826553"
"2772","19__12812566__12826553"
"2773","19__12825635__12826553"
"2774","19__12825635__12830150"
"2775","19__13002085__13002336"
"2776","19__12962748__12963209"
"2777","19__17972102__17973836"
"2778","19__17972102__17974124"
"2779","19__17972903__17974124"
"2780","19__18119520__18121538"
"2781","19__18870818__18871038"
"2782","19__19162431__19165130"
"2783","19__35760484__35760906"
"2784","19__18675679__18675831"
"2785","19__18648411__18650530"
"2786","19__18650361__18650530"
"2787","19__18650181__18652805"
"2788","19__35540194__35540420"
"2789","19__35540194__35551073"
"2790","19__19756456__19756599"
"2791","19__19756683__19763529"
"2792","19__44010871__44012212"
"2793","19__44010871__44013016"
"2794","19__44010871__44015718"
"2795","19__44238541__44244370"
"2796","19__44248924__44252204"
"2797","19__55915656__55915846"
"2798","19__1460180__1462176"
"2799","19__932418__968503"
"2800","19__964833__968503"
"2801","19__12841454__12842235"
"2802","19__14517143__14517369"
"2803","19__14515195__14518041"
"2804","19__41198856__41208598"
"2805","19__34001934__34003682"
"2806","19__6678383__6684661"
"2807","19__6684999__6693498"
"2808","19__6686757__6697805"
"2809","19__6710998__6711207"
"2810","19__6702138__6712417"
"2811","19__6682153__6712634"
"2812","19__6710998__6712634"
"2813","19__6713200__6714457"
"2814","19__6707477__6719414"
"2815","19__6731484__6731945"
"2816","19__6731484__6733312"
"2817","19__46116799__46116929"
"2818","19__46116799__46117958"
"2819","19__46321217__46338486"
"2820","19__46338336__46341873"
"2821","19__46321217__46355643"
"2822","19__46355570__46357498"
"2823","19__46326014__46357765"
"2824","19__3193282__3201624"
"2825","19__3205937__3206423"
"2826","19__3196181__3207249"
"2827","19__36120422__36120575"
"2828","19__34921481__34922836"
"2829","19__34921481__34925873"
"2830","19__34922766__34929671"
"2831","19__4101017__4101141"
"2832","19__5032877__5041262"
"2833","19__5039847__5047680"
"2834","19__5077378__5082515"
"2835","19__5077378__5144913"
"2836","19__5047487__5150461"
"2837","19__5077378__5150461"
"2838","19__10748320__10748991"
"2839","19__438718__440932"
"2840","19__11319587__11328067"
"2841","19__11324951__11328067"
"2842","19__11319362__11332924"
"2843","19__11319362__11361762"
"2844","19__11623871__11625036"
"2845","19__11215896__11217363"
"2846","19__11210899__11221447"
"2847","19__11218068__11221447"
"2848","19__11221328__11221447"
"2849","19__11221328__11222315"
"2850","19__11223954__11224125"
"2851","19__11226770__11227674"
"2852","19__11224211__11230909"
"2853","19__11230768__11231198"
"2854","19__11548697__11548945"
"2855","19__11548697__11556288"
"2856","19__11548697__11558433"
"2857","19__11548697__11559106"
"2858","19__11556204__11559803"
"2859","19__5691330__5691678"
"2860","19__17670120__17679522"
"2861","19__17679318__17690418"
"2862","19__17626982__17628198"
"2863","19__17626982__17628659"
"2864","19__6213950__6270770"
"2865","19__6270590__6270770"
"2866","19__59058743__59061227"
"2867","19__59061316__59061402"
"2868","19__10662721__10662797"
