"","x"
"5896","2__32728109__32730272"
"5897","2__32730072__32730272"
"5898","2__32703703__32733326"
"5899","2__32673863__32735061"
"5900","2__32703703__32735701"
"5901","2__32716492__32740837"
"5902","2__32655933__32744013"
"5903","2__32690133__32744013"
"5904","2__32694463__32744013"
"5905","2__32703703__32744013"
"5906","2__32726780__32744013"
"5907","2__32740057__32744013"
"5908","2__32602656__32750086"
"5909","2__32664576__32756618"
"5910","2__32688262__32756618"
"5911","2__32690133__32756618"
"5912","2__32703703__32768608"
"5913","2__32706388__32774548"
"5914","2__32754718__32774548"
"5915","2__32639837__32800433"
"5916","2__32754718__32800433"
"5917","2__32602656__32820211"
"5918","2__32613818__32820211"
"5919","2__32703703__32828150"
"5920","2__32703703__32832710"
"5921","2__32631567__32836649"
"5922","2__32689577__32836649"
"5923","2__10784446__10808849"
"5924","2__10799298__10808849"
"5925","2__131878507__131897848"
"5926","2__131883326__131897848"
"5927","2__131884257__131897848"
"5928","2__131888294__131897848"
"5929","2__131890475__131897848"
"5930","2__131897740__131897848"
"5931","2__171806714__171807968"
"5932","2__171807838__171813069"
"5933","2__171811160__171813069"
"5934","2__171811160__171819456"
"5935","2__37078143__37078250"
"5936","2__37513320__37513512"
"5937","2__37501564__37518142"
"5938","2__172309634__172314585"
"5939","2__135848568__135851263"
"5940","2__135878389__135881816"
"5941","2__135870721__135884226"
"5942","2__135883751__135884226"
"5943","2__38976671__38977336"
"5944","2__148730308__148733544"
"5945","2__148709942__148739650"
"5946","2__175945388__175976382"
"5947","2__175945388__175986268"
"5948","2__175976296__175986268"
"5949","2__175962172__176015886"
"5950","2__43514047__43518907"
"5951","2__43514047__43520352"
"5952","2__43625110__43625278"
"5953","2__202248834__202254603"
"5954","2__70486492__70488518"
"5955","2__206305094__206305396"
"5956","2__223478530__223489494"
"5957","2__73716761__73718625"
"5958","2__20974570__20990158"
"5959","2__200245087__200246543"
"5960","2__200173483__200298237"
"5961","2__200213424__200298237"
"5962","2__200298061__200298237"
"5963","2__9572640__9582105"
"5964","2__27883851__27884255"
"5965","2__25461999__25462084"
"5966","2__27256935__27258920"
"5967","2__27259945__27260046"
"5968","2__27256935__27262032"
"5969","2__27261014__27262032"
"5970","2__24021008__24046439"
"5971","2__24042617__24046439"
"5972","2__24046128__24046439"
"5973","2__24033186__24080373"
"5974","2__24090705__24092631"
"5975","2__38545677__38546161"
"5976","2__30378716__30379658"
"5977","2__64778577__64780543"
"5978","2__64800080__64812679"
"5979","2__97024783__97030329"
"5980","2__144966170__144969146"
"5981","2__136103120__136107785"
"5982","2__148653870__148657467"
"5983","2__148657027__148657467"
"5984","2__166755196__166781188"
"5985","2__223752548__223773868"
"5986","2__223773451__223787549"
"5987","2__223782764__223789313"
"5988","2__223773451__223799405"
"5989","2__74057972__74087278"
"5990","2__219288491__219289074"
"5991","2__219299249__219300157"
"5992","2__219290338__219303449"
"5993","2__219299249__219303449"
"5994","2__219305445__219305585"
"5995","2__219204506__219206867"
"5996","2__178562060__178565939"
"5997","2__175779786__175816930"
"5998","2__190617575__190618790"
"5999","2__172782047__172809519"
"6000","2__172821859__172823470"
"6001","2__240929491__240946787"
"6002","2__240929491__240951113"
"6003","2__240929491__240954277"
"6004","2__240951034__240954277"
"6005","2__240929491__240960829"
"6006","2__240929491__240961757"
"6007","2__86354284__86355114"
"6008","2__86352118__86360379"
"6009","2__86359441__86360559"
"6010","2__239079043__239079665"
"6011","2__239079043__239082294"
"6012","2__239090706__239093928"
"6013","2__239184384__239186596"
"6014","2__8910800__8917022"
"6015","2__11943033__11944697"
"6016","2__11905659__11945282"
"6017","2__11943033__11945282"
"6018","2__73471672__73477566"
"6019","2__74708350__74708499"
"6020","2__219602302__219605307"
"6021","2__219374702__219374863"
"6022","2__219418276__219427536"
"6023","2__219143761__219144076"
"6024","2__233422594__233433920"
"6025","2__232070911__232104754"
"6026","2__232104656__232104754"
"6027","2__100022787__100035409"
"6028","2__100019107__100081447"
"6029","2__100022372__100081447"
"6030","2__100055063__100081447"
"6031","2__100058779__100081447"
"6032","2__100078958__100081447"
"6033","2__105885729__105897180"
"6034","2__105885729__105915162"
"6035","2__97818241__97820478"
"6036","2__97823844__97830206"
"6037","2__97817616__97833504"
"6038","2__97852935__97852963"
"6039","2__131688525__131704208"
"6040","2__131704082__131704208"
"6041","2__128520636__128528578"
"6042","2__128735559__128747440"
"6043","2__128747138__128747440"
"6044","2__128707734__128754065"
"6045","2__128747138__128754065"
"6046","2__128750761__128754065"
"6047","2__128757315__128758028"
"6048","2__128747138__128767967"
"6049","2__128772377__128774121"
"6050","2__26587170__26587808"
"6051","2__26587170__26590088"
"6052","2__26587170__26596497"
"6053","2__26587170__26598016"
"6054","2__26587170__26606215"
"6055","2__26486248__26500028"
"6056","2__26492821__26500028"
"6057","2__26496519__26500028"
"6058","2__26492821__26508439"
"6059","2__25046078__25047405"
"6060","2__44428325__44436466"
"6061","2__55873394__55913579"
"6062","2__55873550__55913579"
"6063","2__55785911__55800913"
"6064","2__65473658__65482828"
"6065","2__27355471__27355791"
"6066","2__27424856__27425748"
"6067","2__27426101__27426735"
"6068","2__44055122__44059222"
"6069","2__44058908__44059222"
"6070","2__48061718__48062010"
"6071","2__48065998__48066908"
"6072","2__27438189__27438621"
"6073","2__25038366__25040710"
"6074","2__44145164__44175657"
"6075","2__44170826__44177739"
"6076","2__44187680__44190845"
"6077","2__44187680__44202356"
"6078","2__44200746__44202356"
"6079","2__44170826__44204191"
"6080","2__44200746__44204191"
"6081","2__25674417__25678363"
"6082","2__25830105__25851253"
"6083","2__201462120__201462228"
"6084","2__201462120__201467068"
"6085","2__201462120__201499638"
"6086","2__201462120__201501767"
"6087","2__201462120__201515924"
"6088","2__201462120__201521660"
"6089","2__201462120__201526354"
"6090","2__201480694__201533526"
"6091","2__216177221__216184454"
"6092","2__216190710__216190861"
"6093","2__216189964__216197230"
"6094","2__216189964__216198180"
"6095","2__216191545__216203630"
"6096","2__217329320__217340174"
"6097","2__215617171__215634036"
"6098","2__215632206__215634036"
"6099","2__215609791__215646233"
"6100","2__215632206__215646233"
"6101","2__215617171__215657169"
"6102","2__215632206__215657169"
"6103","2__215645284__215657169"
"6104","2__215657021__215657169"
"6105","2__215617171__215661841"
"6106","2__215632206__215661841"
"6107","2__191523884__191537878"
"6108","2__170460152__170471234"
"6109","2__170393737__170413807"
"6110","2__197157289__197172809"
"6111","2__174987908__175006728"
"6112","2__187466748__187466878"
"6113","2__187466748__187501836"
"6114","2__187466748__187511604"
"6115","2__9048751__9083393"
"6116","2__9083316__9098771"
"6117","2__9098626__9098771"
"6118","2__38812786__38818790"
"6119","2__38818672__38818790"
"6120","2__42513409__42515462"
"6121","2__42483641__42531691"
"6122","2__42490318__42531691"
"6123","2__42491846__42531691"
"6124","2__42509963__42531691"
"6125","2__42513409__42531691"
"6126","2__42522265__42531691"
"6127","2__42543102__42544664"
"6128","2__63660879__63667005"
"6129","2__64141316__64144097"
"6130","2__64139479__64148469"
"6131","2__64189192__64211153"
"6132","2__25972565__25994409"
"6133","2__25990452__25994409"
"6134","2__96943975__96944096"
"6135","2__96944547__96949451"
"6136","2__96940995__96952222"
"6137","2__96954965__96955734"
"6138","2__96954965__96967454"
"6139","2__96954965__96969068"
"6140","2__95766219__95767468"
"6141","2__72958136__72960247"
"6142","2__73195577__73198814"
"6143","2__73195577__73228707"
"6144","2__73247368__73250343"
"6145","2__73195577__73285725"
"6146","2__73215387__73285725"
"6147","2__74746167__74747161"
"6148","2__114390492__114392707"
"6149","2__136505837__136519481"
"6150","2__136505837__136533921"
"6151","2__128628823__128631846"
"6152","2__159389692__159433895"
"6153","2__159389692__159459616"
"6154","2__159459582__159477933"
"6155","2__159389692__159497271"
"6156","2__159488265__159497271"
"6157","2__170911970__170917953"
"6158","2__198358048__198360100"
"6159","2__198360018__198360100"
"6160","2__203949186__203972911"
"6161","2__203986977__203995199"
"6162","2__204000400__204003471"
"6163","2__203986977__204032083"
"6164","2__210968828__211019335"
"6165","2__211018219__211019335"
"6166","2__214174783__214215369"
"6167","2__227729320__227732034"
"6168","2__227729320__227773594"
"6169","2__227729320__227779067"
"6170","2__227731902__227779067"
"6171","2__227771509__227779067"
"6172","2__241439869__241452359"
"6173","2__241463302__241465266"
"6174","2__241492331__241494472"
"6175","2__232894689__232952431"
"6176","2__232995329__233001429"
"6177","2__219447694__219449444"
"6178","2__242142748__242162691"
"6179","2__36623757__36623930"
"6180","2__36623757__36668643"
"6181","2__36668401__36668643"
"6182","2__36623757__36669878"
"6183","2__36668401__36669878"
"6184","2__36623757__36691798"
"6185","2__36668401__36691798"
"6186","2__36691677__36691798"
"6187","2__36623757__36706837"
"6188","2__36691677__36706837"
"6189","2__36704032__36706837"
"6190","2__36706640__36706837"
"6191","2__36704032__36726490"
"6192","2__36739416__36740908"
"6193","2__36669758__36744685"
"6194","2__36704032__36744685"
"6195","2__36706640__36744685"
"6196","2__36744470__36744685"
"6197","2__36623757__36749456"
"6198","2__36668401__36749456"
"6199","2__36691677__36749456"
"6200","2__36726362__36749456"
"6201","2__36740699__36749456"
"6202","2__36744470__36749456"
"6203","2__36623757__36771641"
"6204","2__36704032__36771641"
"6205","2__36669758__36774314"
"6206","2__46819614__46842324"
"6207","2__190571664__190597955"
"6208","2__190606068__190609514"
"6209","2__7164500__7170346"
"6210","2__9484661__9491024"
"6211","2__9419446__9499018"
"6212","2__9484661__9499018"
"6213","2__9490937__9499018"
"6214","2__9498885__9499018"
"6215","2__9475222__9508648"
"6216","2__9490937__9508648"
"6217","2__9675963__9683414"
"6218","2__15415608__15417225"
"6219","2__15415608__15470889"
"6220","2__15427197__15557836"
"6221","2__15514732__15557836"
"6222","2__15523339__15557836"
"6223","2__15514732__15567918"
"6224","2__15601325__15618413"
"6225","2__15601325__15644337"
"6226","2__15601325__15651474"
"6227","2__15679347__15679480"
"6228","2__15644269__15698758"
"6229","2__15691617__15698758"
"6230","2__15693550__15698758"
"6231","2__224640618__224642586"
"6232","2__173423436__173427019"
"6233","2__173433469__173457776"
"6234","2__32396356__32400430"
"6235","2__32399132__32400430"
"6236","2__32399132__32409407"
"6237","2__32402546__32409407"
"6238","2__32431955__32434630"
"6239","2__112551655__112573218"
"6240","2__112566524__112605442"
"6241","2__112560005__112620175"
"6242","2__112561025__112620175"
"6243","2__112572947__112620175"
"6244","2__112614373__112620175"
"6245","2__112539946__112622528"
"6246","2__112596015__112622528"
"6247","2__112619966__112630985"
"6248","2__112702537__112705144"
"6249","2__112821739__112838695"
"6250","2__161169667__161223902"
"6251","2__230659895__230662547"
"6252","2__230659895__230664099"
"6253","2__230659895__230679910"
"6254","2__230657689__230683228"
"6255","2__230659895__230695537"
"6256","2__230633947__230744844"
"6257","2__230659895__230744844"
"6258","2__230662406__230744844"
"6259","2__230675852__230744844"
"6260","2__230683080__230744844"
"6261","2__230723488__230744844"
"6262","2__201369471__201371814"
"6263","2__201873696__201887655"
"6264","2__153399253__153431758"
"6265","2__153399253__153475672"
"6266","2__236626201__236659132"
"6267","2__236706403__236708166"
"6268","2__236653342__236715975"
"6269","2__236658998__236715975"
"6270","2__236706403__236715975"
"6271","2__236626201__236761846"
"6272","2__236706403__236817550"
"6273","2__236877106__236957925"
"6274","2__101874253__101879153"
"6275","2__101879001__101879153"
"6276","2__101879001__101885598"
"6277","2__220073148__220073208"
"6278","2__220073294__220073771"
"6279","2__75094763__75109366"
"6280","2__75101393__75109366"
"6281","2__75104293__75109366"
"6282","2__61233692__61236150"
"6283","2__61295984__61348411"
"6284","2__183993015__183995273"
"6285","2__10282382__10282502"
"6286","2__128047265__128047400"
"6287","2__101898321__101911643"
"6288","2__39064973__39081320"
"6289","2__208589524__208607066"
"6290","2__219114087__219114644"
"6291","2__219553420__219555278"
"6292","2__180815239__180838529"
"6293","2__180837920__180838529"
"6294","2__84668171__84676876"
"6295","2__28804935__28805372"
"6296","2__28808628__28824199"
"6297","2__29135456__29137074"
"6298","2__242263631__242275513"
"6299","2__242644068__242648797"
"6300","2__242607558__242607636"
"6301","2__242606060__242608100"
"6302","2__242607558__242608100"
"6303","2__242607955__242608100"
"6304","2__242606060__242610820"
"6305","2__141113911__142567970"
"6306","2__141259256__142567970"
"6307","2__141641386__142567970"
"6308","2__97527316__97527386"
"6309","2__97493468__97493637"
"6310","2__85864492__85872206"
"6311","2__85828144__85828230"
"6312","2__85823642__85823772"
"6313","2__109288781__109289485"
"6314","2__101521195__101554304"
"6315","2__101554215__101587536"
"6316","2__101584743__101587536"
"6317","2__101587452__101587536"
"6318","2__48555700__48589846"
"6319","2__10264844__10267347"
"6320","2__88885359__88890570"
"6321","2__169404106__169417832"
"6322","2__169547544__169551561"
"6323","2__169404106__169574488"
"6324","2__169547544__169574488"
"6325","2__174819601__174820960"
"6326","2__231925981__231951895"
"6327","2__231940225__231951895"
"6328","2__231944855__231951895"
"6329","2__232010954__232011070"
"6330","2__228356263__228388641"
"6331","2__228356263__228389631"
"6332","2__228384664__228389631"
"6333","2__228356263__228395926"
"6334","2__228389478__228401420"
"6335","2__228356263__228401709"
"6336","2__228384664__228401709"
"6337","2__228388479__228401709"
"6338","2__228398265__228401709"
"6339","2__228401341__228401709"
"6340","2__228401617__228401709"
"6341","2__85270687__85276771"
"6342","2__133618065__133626547"
"6343","2__242541311__242542494"
"6344","2__242542385__242542494"
"6345","2__242541311__242545888"
"6346","2__242542385__242545888"
"6347","2__153591508__153591640"
"6348","2__208841375__208842310"
"6349","2__179300872__179309227"
"6350","2__47134949__47136316"
"6351","2__242680448__242681989"
"6352","2__238933983__238940895"
"6353","2__238933983__238944581"
"6354","2__110303627__110350696"
"6355","2__110310664__110350696"
"6356","2__110321943__110350696"
"6357","2__110332158__110350696"
"6358","2__110342703__110350696"
"6359","2__85097349__85097909"
"6360","2__180014024__180041265"
"6361","2__191375087__191383909"
"6362","2__191379179__191383909"
"6363","2__11706606__11706782"
"6364","2__11696580__11720958"
"6365","2__11706606__11720958"
"6366","2__11716479__11729057"
"6367","2__196544756__196548630"
"6368","2__196571340__196583056"
"6369","2__196581361__196583056"
"6370","2__196582976__196583056"
"6371","2__196544756__196593073"
"6372","2__196571340__196593073"
"6373","2__70031665__70039841"
"6374","2__69555403__69573131"
"6375","2__69565030__69573131"
"6376","2__69573036__69583689"
"6377","2__69575303__69590802"
"6378","2__69585461__69590802"
"6379","2__24533358__24550984"
"6380","2__27858007__27858101"
"6381","2__233675954__233677201"
"6382","2__233681581__233681742"
"6383","2__207161970__207162097"
"6384","2__203329532__203332412"
"6385","2__203378442__203379702"
"6386","2__149240679__149243519"
"6387","2__101643845__101646238"
"6388","2__101643845__101650220"
"6389","2__101644510__101676001"
"6390","2__101666863__101676001"
"6391","2__74595855__74605372"
"6392","2__74604559__74605372"
"6393","2__29004604__29006844"
"6394","2__55071184__55126919"
"6395","2__201741642__201747158"
"6396","20__52773708__52788209"
"6397","20__52780991__52788209"
"6398","20__34389413__34459751"
"6399","20__34528786__34538288"
"6400","20__50225057__50230371"
"6401","20__50234029__50235582"
"6402","20__50226640__50292747"
"6403","20__50290692__50292747"
"6404","20__50255882__50307358"
"6405","20__50305603__50307358"
"6406","20__50290692__50342471"
"6407","20__50342358__50346517"
"6408","20__45008892__45012133"
"6409","20__45021732__45023171"
"6410","20__44521364__44521950"
"6411","20__32194762__32199141"
"6412","20__32198900__32199141"
"6413","20__32207323__32211102"
"6414","20__32210921__32212823"
"6415","20__32210921__32217720"
"6416","20__32207323__32228337"
"6417","20__33000321__33001685"
"6418","20__33027960__33037285"
"6419","20__33001548__33057925"
"6420","20__33057853__33059320"
"6421","20__33065577__33067594"
"6422","20__33057853__33069011"
"6423","20__33057853__33080402"
"6424","20__33077071__33080402"
"6425","20__31601616__31604908"
"6426","20__31601616__31606156"
"6427","20__31601616__31606628"
"6428","20__31603242__31606628"
"6429","20__31606065__31606628"
"6430","20__31606443__31606628"
"6431","20__31600609__31607556"
"6432","20__31601616__31607556"
"6433","20__31606065__31607556"
"6434","20__31606443__31607556"
"6435","20__31607386__31607556"
"6436","20__31604848__31608393"
"6437","20__31607386__31608393"
"6438","20__31607386__31609150"
"6439","20__44983521__44983880"
"6440","20__35668556__35675593"
"6441","20__35668556__35684059"
"6442","20__35675456__35684059"
"6443","20__35127991__35154409"
"6444","20__57484576__57484859"
"6445","20__57470667__57485136"
"6446","20__54956489__54959380"
"6447","20__54956489__54961589"
"6448","20__54956489__54963258"
"6449","20__31376660__31380576"
"6450","20__34700348__34778719"
"6451","20__5990421__5996136"
"6452","20__6011931__6012016"
"6453","20__5996007__6012726"
"6454","20__6011931__6012726"
"6455","20__3527931__3529985"
"6456","20__3545995__3559419"
"6457","20__3520869__3575219"
"6458","20__1352720__1356247"
"6459","20__3262287__3268436"
"6460","20__3274785__3275275"
"6461","20__3274785__3278822"
"6462","20__3835205__3838456"
"6463","20__3841979__3843060"
"6464","20__3841979__3845435"
"6465","20__21311254__21314475"
"6466","20__21306917__21324846"
"6467","20__21312406__21324846"
"6468","20__21319682__21324846"
"6469","20__21314716__21327188"
"6470","20__21306917__21338430"
"6471","20__21306917__21349228"
"6472","20__21319682__21349228"
"6473","20__21335427__21349228"
"6474","20__21346059__21349228"
"6475","20__21306917__21362695"
"6476","20__17932144__17933354"
"6477","20__17930776__17934761"
"6478","20__17933231__17936119"
"6479","20__17934640__17936119"
"6480","20__17928130__17937681"
"6481","20__17932144__17937681"
"6482","20__17933231__17937681"
"6483","20__17936009__17937681"
"6484","20__4864288__4865469"
"6485","20__4880201__4883204"
"6486","20__5086834__5090091"
"6487","20__13509080__13539761"
"6488","20__16385458__16387101"
"6489","20__16506737__16509085"
"6490","20__44569692__44569846"
"6491","20__33516236__33524826"
"6492","20__33592261__33592373"
"6493","20__33591213__33594378"
"6494","20__33596467__33598091"
"6495","20__33597990__33603942"
"6496","20__33603811__33609135"
"6497","20__33597990__33609159"
"6498","20__33603811__33609159"
"6499","20__33600811__33637797"
"6500","20__33597990__33642834"
"6501","20__33632308__33645374"
"6502","20__33645317__33657215"
"6503","20__25260902__25264887"
"6504","20__25287469__25290211"
"6505","20__25288602__25290211"
"6506","20__25300835__25319987"
"6507","20__25394426__25398831"
"6508","20__33954360__33962059"
"6509","20__33954360__33969828"
"6510","20__33954360__33971936"
"6511","20__45852970__45865260"
"6512","20__45865070__45865260"
"6513","20__45878031__45891172"
"6514","20__45865070__45905539"
"6515","20__45891032__45905539"
"6516","20__45878031__45912392"
"6517","20__45891032__45920632"
"6518","20__45910846__45938948"
"6519","20__42242490__42252685"
"6520","20__42331130__42331543"
"6521","20__42331130__42333998"
"6522","20__43034698__43047152"
"6523","20__35293449__35317187"
"6524","20__35312816__35317187"
"6525","20__35315895__35317187"
"6526","20__50133323__50140649"
"6527","20__43541301__43541494"
"6528","20__43545397__43547918"
"6529","20__43547547__43547918"
"6530","20__50405400__50408891"
"6531","20__55929088__55943868"
"6532","20__55929088__55953519"
"6533","20__62505021__62505169"
"6534","20__62559688__62562375"
"6535","20__57566367__57568167"
"6536","20__57569165__57569294"
"6537","20__57569165__57570188"
"6538","20__60712420__60716000"
"6539","20__60713227__60716000"
"6540","20__60714837__60716000"
"6541","20__61292416__61296440"
"6542","20__61299829__61300430"
"6543","20__61300282__61300430"
"6544","20__61485368__61490878"
"6545","20__61488747__61490878"
"6546","20__61485368__61491660"
"6547","20__61522312__61545758"
"6548","20__61537239__61545758"
"6549","20__61594936__61597932"
"6550","20__3736116__3740833"
"6551","20__371931__372223"
"6552","20__472898__489304"
"6553","20__489095__489304"
"6554","20__5170381__5170484"
"6555","20__30115287__30126064"
"6556","20__30132750__30137924"
"6557","20__30132750__30149539"
"6558","20__30142549__30149539"
"6559","20__30147414__30149539"
"6560","20__30149437__30149539"
"6561","20__18491466__18492926"
"6562","20__18505579__18505664"
"6563","20__18505579__18511447"
"6564","20__18523663__18531819"
"6565","20__18523663__18535034"
"6566","20__18531733__18535034"
"6567","20__30732894__30733012"
"6568","20__30732894__30734658"
"6569","20__30720816__30745772"
"6570","20__30734588__30746317"
"6571","20__30738425__30746317"
"6572","20__30734588__30747914"
"6573","20__30746254__30749168"
"6574","20__10623136__10632342"
"6575","20__10624426__10633246"
"6576","20__10625791__10633246"
"6577","20__10632779__10633246"
"6578","20__31958305__31960503"
"6579","20__31967267__31967497"
"6580","20__31967267__31982922"
"6581","20__36627590__36634799"
"6582","20__36685934__36694658"
"6583","20__23615891__23616004"
"6584","20__32873246__32878255"
"6585","20__32878537__32879337"
"6586","20__32879225__32879337"
"6587","20__32873246__32881962"
"6588","20__32878138__32881962"
"6589","20__32881887__32881962"
"6590","20__33162908__33173384"
"6591","20__33173241__33203943"
"6592","20__33176257__33203943"
"6593","20__33203846__33203943"
"6594","20__33222419__33232030"
"6595","20__44477089__44477314"
"6596","20__44477089__44483931"
"6597","20__24959403__24964655"
"6598","20__35812583__35812776"
"6599","20__35826800__35827628"
"6600","20__35812583__35838568"
"6601","20__35832288__35838568"
"6602","20__35833170__35838568"
"6603","20__35835676__35838568"
"6604","20__35835676__35842268"
"6605","20__35812583__35852372"
"6606","20__35835676__35862498"
"6607","20__35860699__35862498"
"6608","20__35835676__35865112"
"6609","20__43108625__43109084"
"6610","20__47244399__47282893"
"6611","20__47361562__47361684"
"6612","20__43959006__43959204"
"6613","20__46252655__46262380"
"6614","20__46262792__46271128"
"6615","20__56993267__57016139"
"6616","20__57014001__57016139"
"6617","20__40141485__40162209"
"6618","20__39792721__39800929"
"6619","20__47567860__47569421"
"6620","20__47580367__47621758"
"6621","20__47582409__47626941"
"6622","20__47585684__47626941"
"6623","20__47614730__47626941"
"6624","20__47567860__47630231"
"6625","20__47582409__47630497"
"6626","20__47580367__47634087"
"6627","20__47582409__47634087"
"6628","20__47683727__47686834"
"6629","20__47700563__47700699"
"6630","20__47693517__47706283"
"6631","20__47691322__47707559"
"6632","20__47707279__47707559"
"6633","20__47707279__47711500"
"6634","20__47732319__47741124"
"6635","20__47752370__47770608"
"6636","20__47768119__47770608"
"6637","20__47782534__47782822"
"6638","20__48561919__48565892"
"6639","20__48565785__48565892"
"6640","20__56136428__56137308"
"6641","20__56137127__56137308"
"6642","20__23370583__23383709"
"6643","20__7964441__7982188"
"6644","20__2083414__2098061"
"6645","20__17602500__17660720"
"6646","20__18278629__18287037"
"6647","20__428533__428718"
"6648","20__5939174__5944005"
"6649","20__32244893__32247356"
"6650","20__32619328__32660136"
"6651","20__32659872__32663846"
"6652","20__32659872__32665051"
"6653","20__32659872__32666359"
"6654","20__34143804__34143900"
"6655","20__34144744__34145020"
"6656","20__34288720__34288902"
"6657","20__34067056__34067970"
"6658","20__34082351__34086545"
"6659","20__62407031__62422143"
"6660","20__62421174__62422143"
"6661","20__62192703__62193556"
"6662","20__60585102__60589763"
"6663","20__60886218__60886592"
"6664","20__60887944__60888066"
"6665","20__60885721__60888306"
"6666","20__60888144__60888306"
"6667","20__60888144__60888516"
"6668","20__60890084__60890263"
"6669","20__60893899__60897224"
"6670","20__60898512__60903501"
"6671","20__60898832__60908762"
"6672","20__60908620__60909398"
"6673","20__60903297__60911501"
"6674","20__60887944__60922084"
"6675","20__60920874__60922084"
"6676","20__60901733__60927416"
"6677","20__60927298__60927416"
"6678","20__60921969__60937608"
"6679","20__60881704__60883234"
"6680","20__34832619__34832848"
"6681","20__34304662__34313077"
"6682","20__34309662__34313077"
"6683","20__32354657__32358098"
"6684","20__32357890__32371670"
"6685","20__33439034__33440341"
"6686","20__33439034__33442726"
"6687","20__33442334__33442726"
"6688","20__33444609__33447845"
"6689","20__33501899__33509669"
"6690","20__5099415__5099512"
"6691","20__5100224__5100560"
"6692","20__19970650__19977486"
"6693","20__2944918__2945848"
"6694","20__2967411__2969120"
"6695","20__36405747__36407737"
"6696","20__55967710__55967833"
"6697","20__43132456__43133532"
"6698","20__43135468__43142681"
"6699","20__10536879__10602062"
"6700","20__31294385__31315949"
"6701","20__31315700__31315949"
"6702","20__35433138__35434360"
"6703","20__35438385__35441247"
"6704","20__35457457__35467844"
"6705","20__35467620__35467844"
"6706","20__60699673__60706562"
"6707","20__61833639__61835159"
"6708","20__25000646__25002172"
"6709","20__25000646__25011594"
"6710","20__30954187__30956926"
"6711","20__30309458__30310151"
"6712","20__44444180__44444552"
"6713","20__8637831__8678430"
"6714","20__60737808__60738678"
"6715","20__20505050__20517428"
"6716","20__20512331__20527476"
"6717","20__20553519__20620544"
"6718","20__46365447__46365686"
"6719","20__43248940__43251571"
"6720","20__43248163__43257810"
"6721","20__31040687__31041564"
"6722","20__48466116__48472118"
"6723","20__48471975__48472118"
"6724","20__48491242__48500603"
"6725","20__44586474__44592629"
"6726","20__44594267__44596273"
"6727","20__44596133__44597001"
"6728","20__62577806__62577996"
"6729","20__33364096__33380366"
"6730","20__36775119__36790001"
"6731","20__34218361__34218956"
"6732","20__2843711__2845300"
"6733","21__43274675__43277438"
"6734","21__43230510__43280481"
"6735","21__43274675__43280481"
"6736","21__27326904__27328069"
"6737","21__27347383__27354790"
"6738","21__27372330__27425664"
"6739","21__27423316__27425664"
"6740","21__27462259__27484463"
"6741","21__37619815__37619926"
"6742","21__37619815__37620866"
"6743","21__33691527__33723231"
"6744","21__33711016__33723231"
"6745","21__33716879__33723231"
"6746","21__33711016__33750850"
"6747","21__33740712__33750850"
"6748","21__33750754__33750850"
"6749","21__17135210__17138460"
"6750","21__17138316__17138460"
"6751","21__30693542__30693835"
"6752","21__30693542__30702014"
"6753","21__33057362__33064762"
"6754","21__33057362__33068534"
"6755","21__33057362__33069063"
"6756","21__33057362__33078670"
"6757","21__33073308__33078670"
"6758","21__38792601__38845182"
"6759","21__38844986__38845182"
"6760","21__38792601__38865465"
"6761","21__38865319__38878526"
"6762","21__40184927__40186905"
"6763","21__43334707__43342194"
"6764","21__34011218__34012089"
"6765","21__34793787__34799339"
"6766","21__34793787__34805178"
"6767","21__34906885__34907626"
"6768","21__34931536__34948199"
"6769","21__34951656__34955972"
"6770","21__37781672__37783902"
"6771","21__38084833__38103452"
"6772","21__38092122__38103452"
"6773","21__38098420__38103452"
"6774","21__38103346__38103452"
"6775","21__38269160__38269431"
"6776","21__38128843__38311294"
"6777","21__38302551__38311294"
"6778","21__43796650__43802343"
"6779","21__43801985__43809154"
"6780","21__44279772__44283706"
"6781","21__44279772__44296877"
"6782","21__44424436__44430334"
"6783","21__44424436__44438340"
"6784","21__44424436__44445057"
"6785","21__44482421__44482505"
"6786","21__44514765__44515646"
"6787","21__44514581__44515853"
"6788","21__45033711__45033828"
"6789","21__45050203__45053302"
"6790","21__45104434__45110321"
"6791","21__45153950__45163688"
"6792","21__45153950__45168961"
"6793","21__45165960__45168961"
"6794","21__45153950__45173600"
"6795","21__45215070__45220762"
"6796","21__45379515__45387996"
"6797","21__45379515__45391371"
"6798","21__45472161__45483666"
"6799","21__45494205__45503183"
"6800","21__45472161__45504144"
"6801","21__45502669__45504144"
"6802","21__45513944__45518415"
"6803","21__45651163__45655445"
"6804","21__46363599__46393180"
"6805","21__47641768__47642652"
"6806","21__47697441__47700051"
"6807","21__47674690__47700489"
"6808","21__47734630__47735461"
"6809","21__47722399__47737182"
"6810","21__47722399__47738134"
"6811","21__47746291__47754682"
"6812","21__47746291__47783849"
"6813","21__47783395__47787054"
"6814","21__47916901__47931527"
"6815","21__47969684__47980696"
"6816","21__47983771__47985800"
"6817","21__33825620__33830028"
"6818","21__33825620__33840156"
"6819","21__46945731__46952062"
"6820","21__46950684__46957922"
"6821","21__46957685__46957922"
"6822","21__16386665__16386787"
"6823","21__16386665__16415895"
"6824","21__16415816__16415895"
"6825","21__40762624__40765206"
"6826","21__42609440__42629253"
"6827","21__42613746__42629253"
"6828","21__46275125__46285362"
